,Name,No.,Links,Sign,Last,Chg%,Volume,Value (k),MCap (M),P/E,P/BV,D/E,DPS,EPS,ROA%,ROE%,NPM%,Yield%,FFloat%,MG%,Magic1,Magic2,PEG,CG,      rsi,Ema20,Ema50,Ema200
314,KWG,314.0,i | 1 | 2 | 3,,2.02,-1.94,1002500.0,2023.0,2660.0,,1.25,2.78,,0.0,-2.9,-15.99,-134.91,,13.26,,,,,,,,,
315,KWM,315.0,i | 1 | 3,,5.35,-1.83,1757200.0,9362.0,2247.0,35.43,5.75,0.31,0.07,0.15,14.93,17.16,16.23,1.32,26.85,,520.0,458.0,1.47,,,,,
316,KYE,316.0,i | 1 | 3,,442.0,0.0,7600.0,3359.0,8752.0,8.77,1.04,0.23,25.25,50.4,12.67,14.13,11.32,5.71,29.5,,222.0,161.0,0.12,,,,,
318,LALIN,318.0,i | 1 | 2 | 3,,9.1,-1.09,1330000.0,11992.0,8417.0,5.98,1.08,0.67,0.36,1.52,14.25,19.25,20.93,6.63,31.61,,122.0,89.0,0.19,,,,,
319,LANNA,319.0,i | 1 | 2 | 3,,18.4,0.55,3943900.0,72541.0,9660.0,27.54,2.05,0.73,0.30,0.67,8.57,7.48,13.69,2.46,24.48,,665.0,537.0,1.76,,,,,
320,LDC,320.0,i | 1 | 2 | 3,,1.32,-0.75,129700.0,169.0,792.0,,3.47,1.2,,0.0,-0.65,-6.72,-8.37,,29.53,,,,,,,,,
324,LHFG,324.0,i | 1 | 2 | 3,,1.09,0.0,1879600.0,2032.0,23090.0,12.82,0.59,5.45,0.04,0.09,2.03,4.63,30.67,3.67,16.83,,575.0,669.0,-2.91,,,,,
325,LHK,325.0,i | 1 | 2 | 3,,3.42,0.0,135100.0,459.0,1310.0,12.92,0.91,0.36,0.18,0.26,7.7,7.11,5.92,8.77,32.35,,497.0,384.0,3.74,,,,,
330,LRH,330.0,i | 1 | 3,,30.75,-2.38,15600.0,472.0,5125.0,,0.49,1.14,,0.0,-3.28,-10.04,-46.92,,12.16,,,,,,,,,
331,LST,331.0,i | 1 | 3,,4.86,0.0,279000.0,1349.0,3985.0,8.51,0.99,0.36,0.22,0.57,11.28,11.8,4.78,4.53,23.94,,266.0,191.0,1.49,,,,,
334,MACO,334.0,i | 1 | 2 | 3,,0.69,-1.43,8413200.0,5747.0,3734.0,,1.23,1.42,,0.0,-16.31,-27.84,-70.34,,30.13,,,,,,,,,
336,MAKRO,336.0,i | 1 | 3,,36.25,0.0,323300.0,11719.0,174000.0,26.3,7.24,2.31,0.60,1.38,12.27,28.64,3.09,2.76,6.92,,361.0,437.0,6.22,,,,,
339,MATCH,339.0,i | 1 | 2 | 3,,1.5,-3.85,98000.0,147.0,1172.0,,0.89,0.21,,0.0,-11.32,-12.47,-28.04,,12.27,,,,,,,,,
340,MATI,340.0,i | 1 | 2 | 3,,6.1,-3.94,6300.0,38.0,1131.0,24.5,0.82,0.31,0.20,0.25,3.29,3.41,5.62,3.15,33.62,,774.0,753.0,-0.15,,,,,
344,MBKET,344.0,i | 1 | 3,,11.6,-1.69,217500.0,2530.0,6621.0,10.57,1.36,3.15,0.50,1.1,5.24,13.64,29.18,5.08,16.75,,259.0,444.0,-2.37,,,,,
346,MCOT,346.0,i | 1 | 3,,5.5,-0.9,182400.0,1017.0,3779.0,,0.78,0.68,,0.0,-19.16,-30.98,9.75,,22.71,,,,,,,,,
352,METCO,352.0,i | 1 | 2 | 3,,234.0,-0.43,1600.0,373.0,4890.0,10.34,0.86,0.49,10.00,22.64,6.91,8.51,4.17,4.26,22.01,,389.0,347.0,0.64,,,,,
353,MFC,353.0,i | 1 | 3,,19.1,1.06,177400.0,3394.0,2399.0,11.63,2.00,0.38,1.10,1.64,17.78,18.36,18.67,5.82,34.12,,229.0,161.0,-3.75,,,,,
355,MGT,355.0,i | 1 | 3,,3.5,-2.78,1484200.0,5255.0,1400.0,13.43,2.78,0.15,0.07,0.26,21.45,22.34,14.59,2.78,24.95,,241.0,186.0,0.4,,,,,
358,MILL,358.0,i | 1 | 2 | 3,,1.17,0.0,4945000.0,5792.0,5417.0,,0.90,2.23,,0.0,0.9,-3.21,1.96,0.26,31.1,,,,,,,,,
366,MONO,366.0,i | 1 | 2 | 3,,1.79,-2.19,3907600.0,7054.0,6213.0,,4.59,2.26,,0.0,-4.82,-17.26,2.33,,24.92,,,,,,,,,
367,MOONG,367.0,i | 1 | 2 | 3,,5.0,-0.99,205000.0,1033.0,844.0,12.15,1.03,0.26,0.18,0.41,7.17,8.64,11.66,3.56,31.48,,428.0,383.0,23.37,,,,,
370,MPIC,370.0,i | 1 | 2 | 3,,1.58,-3.07,8000.0,13.0,2054.0,,4.65,0.65,,0.0,-4.41,-9.3,-33.84,,7.54,,,,,,,,,
371,MSC,371.0,i | 1 | 3,,6.4,-0.78,1739800.0,11409.0,2304.0,14.73,1.18,0.66,0.30,0.43,5.41,8.02,2.88,4.65,30.98,,494.0,528.0,-4.98,,,,,
372,MTC,372.0,i | 1 | 2 | 3,,63.25,-1.17,6956600.0,438791.0,134090.0,25.06,6.08,2.73,0.37,2.52,11.58,27.16,35.61,0.58,32.12,,355.0,440.0,0.54,,,,,
374,MUD,374.0,i,,1.96,-2.97,1073200.0,2117.0,2065.0,,0.92,,,0.0,-6.46,-14.9,-6.31,,18.02,,,,,,,,,
376,NBC,376.0,i | 1 | 2 | 3,,0.76,-2.56,827300.0,625.0,855.0,22.39,1.23,0.46,,0.03,2.9,6.1,-21.68,,20.65,,667.0,753.0,0.14,,,,,
377,NC,377.0,i | 1 | 2 | 3,,9.0,-0.55,300.0,3.0,135.0,,0.32,1.05,,0.0,-4.52,-10.26,-7.04,,27.95,,,,,,,,,
378,NCAP,378.0,i,,10.4,0.97,4899600.0,51051.0,9360.0,39.06,5.33,1.78,,0.27,9.04,12.89,24.01,,34.35,,594.0,594.0,,,,,,
381,NDR,381.0,i | 1 | 2 | 3,,3.38,-3.98,12458000.0,42588.0,1141.0,19.53,1.40,0.44,0.05,0.17,7.33,7.87,5.43,1.33,23.09,,572.0,506.0,-0.22,,,,,
385,NEW,385.0,i | 1 | 3,,50.0,0.0,0.0,0.0,500.0,,1.38,0.48,,0.0,-0.23,-0.9,2.1,,18.08,,,,,,,,,
387,NEX,387.0,i | 1 | 2 | 3,,7.9,8.97,39239500.0,300947.0,13228.0,,4.51,0.15,,0.0,-8.58,-13.85,-18.3,,34.59,,,,,,,,,
388,NFC,388.0,i | 1 | 2 | 3,,3.9,0.0,300.0,1.0,4243.0,285.17,4.53,2.06,,0.01,0.89,1.6,4.58,,11.92,,1043.0,1088.0,47.07,,,,,
389,NINE,389.0,i | 1 | 2 | 3,,3.74,-4.1,2000.0,8.0,1367.0,38.11,4.25,0.26,,0.1,-1.83,12.32,142.55,,16.55,,604.0,,-0.12,,,,,
392,NNCL,392.0,i | 1 | 2 | 3,,2.34,-1.68,1705700.0,3972.0,4793.0,12.52,1.42,0.36,0.11,0.19,9.03,11.72,49.49,4.62,25.32,,357.0,331.0,-0.63,,,,,
394,NOK,394.0,i | 1 | 2 | 3,SPCNP,1.04,0.0,0.0,0.0,3878.0,,,-5.81,,0.0,-25.68,,-53.83,,11.75,,,,,,,,,
395,NOVA,395.0,i | 1 | 2 | 3,,11.7,-0.85,26500.0,310.0,1638.0,,1.91,1.42,,0.0,-5.6,-15.68,-207.53,,18.85,,,,,,,,,
396,NPK,396.0,i | 1 | 3,,14.5,0.0,800.0,12.0,145.0,22.59,0.33,0.12,0.10,0.64,1.21,1.48,4.48,0.69,23.39,,814.0,842.0,-2.08,,,,,
397,NRF,397.0,i,,9.35,-6.5,40308100.0,385666.0,13184.0,110.47,5.05,0.3,,0.08,4.96,4.17,4.33,0.04,27.82,,951.0,881.0,,,,,,
399,NSL,399.0,i,,15.3,-1.29,3545300.0,54049.0,0.0,,-,,-,0.0,15.51,33.25,7.35,-,25.0,,,,,,,,,
402,NVD,402.0,i | 1 | 2 | 3,,2.5,-0.79,25100.0,63.0,3451.0,,0.77,1.77,,0.0,2.03,-0.02,8.06,,24.67,,,,,,,,,
405,OCC,405.0,i | 1 | 2 | 3,,11.0,0.0,0.0,0.0,660.0,51.78,0.63,0.28,0.15,0.21,1.33,1.26,-0.65,1.47,30.61,,986.0,1006.0,-11.49,,,,,
408,OHTL,408.0,i | 1 | 2 | 3,,348.0,0.0,0.0,0.0,5254.0,,2.66,2.17,,0.0,-12.69,-55.86,-103.02,,20.89,,,,,,,,,
409,OISHI,409.0,i | 1 | 3,,41.5,-0.6,7700.0,318.0,15563.0,22.04,2.23,0.26,0.30,1.88,6.39,10.24,7.18,3.47,20.34,,538.0,566.0,-1.56,,,,,
410,OR,410.0,i,,28.5,-0.87,24421800.0,695939.0,342000.0,31.38,3.58,2.83,0.10,0.91,7.0,11.09,3.35,0.34,23.72,,596.0,621.0,,,,,,
411,ORI,411.0,i | 1 | 2 | 3,,8.65,-1.7,7176900.0,62396.0,21217.0,7.33,1.74,1.91,0.39,1.18,11.33,25.76,23.19,5.57,32.28,,88.0,173.0,0.11,,,,,
415,PACO,415.0,i,,2.84,-1.39,2794500.0,7929.0,2840.0,36.91,3.34,1.19,,0.08,9.68,10.14,15.49,,25.92,,658.0,575.0,,,,,,
418,PAP,418.0,i | 1 | 2 | 3,,4.76,-0.83,257700.0,1231.0,3142.0,7.51,1.14,0.82,0.18,0.63,11.73,15.93,10.26,3.75,25.53,,178.0,165.0,-0.03,,,,,
420,PB,420.0,i | 1 | 2 | 3,,69.0,0.0,14800.0,1004.0,31050.0,19.35,3.23,0.11,0.94,3.57,17.67,17.33,21.26,2.75,18.3,,376.0,297.0,3.44,,,,,
421,PCSGH,421.0,i | 1 | 2 | 3,,5.4,0.0,54000.0,292.0,8235.0,32.37,1.70,0.21,0.25,0.17,5.12,5.22,9.3,4.63,20.14,,784.0,739.0,1.09,,,,,
428,PG,428.0,i | 1 | 2 | 3,,6.35,0.0,0.0,0.0,610.0,,0.44,0.15,0.10,0.0,-0.15,-0.58,5.19,1.57,33.05,,,,,,,,,
430,PICO,430.0,i | 1 | 2 | 3,,3.14,1.29,58200.0,182.0,676.0,,1.91,0.85,,0.0,-6.99,-10.34,-3.25,,13.71,,,,,,,,,
433,PK,433.0,i | 1 | 2 | 3,,2.34,2.63,1798000.0,4121.0,1219.0,21.49,0.75,1.36,,0.11,2.32,4.41,3.27,,33.09,,711.0,782.0,0.12,,,,,
437,PLAT,437.0,i | 1 | 2 | 3,,2.84,-2.07,1108600.0,3149.0,7952.0,,0.97,0.39,,0.0,-2.3,-4.76,-96.7,,33.05,,,,,,,,,
440,PMTA,440.0,i | 1 | 2 | 3,,11.4,-0.87,2000.0,23.0,1154.0,13.28,0.76,0.42,0.70,0.86,6.52,5.72,2.88,6.09,14.61,,551.0,437.0,1.76,,,,,
443,POST,443.0,i | 1 | 2 | 3,SPNC,1.1,0.0,0.0,0.0,550.0,,,-8.73,,0.0,-13.63,,-92.99,,30.35,,,,,,,,,
444,PPM,444.0,i | 1 | 2 | 3,,1.83,-2.66,411100.0,756.0,772.0,39.29,0.88,0.75,0.02,0.05,2.17,2.26,9.23,0.80,32.89,,911.0,918.0,-0.56,,,,,
453,PRG,453.0,i | 1 | 2 | 3,,11.5,-0.86,3800.0,44.0,6900.0,14.68,1.01,0.34,,0.78,5.67,7.47,12.95,5.60,5.74,,513.0,508.0,2.09,,,,,
454,PRIME,454.0,i | 1 | 2 | 3,,1.91,-2.05,6725700.0,12897.0,8126.0,27.54,2.85,1.12,,0.07,6.61,11.07,82.35,,16.14,,569.0,607.0,-8.56,,,,,
456,PRINC,456.0,i | 1 | 2 | 3,,4.7,-2.08,4292300.0,20099.0,17900.0,,2.00,0.73,,0.0,-2.72,-6.6,-23.37,,11.86,,,,,,,,,
459,PROEN,459.0,i,,6.5,-1.52,1118000.0,7305.0,0.0,,-,,-,0.0,8.24,17.57,4.45,-,25.52,,,,,,,,,
460,PROS,460.0,i,,2.92,-2.67,2574000.0,7575.0,0.0,,-,,-,0.0,14.05,23.26,9.66,-,25.0,,,,,,,,,
461,PROUD,461.0,i | 1 | 3,,0.99,-1.0,111700.0,110.0,635.0,,0.93,1.89,,0.0,-2.91,-6.11,-1308.72,,19.84,,,,,,,,,
462,PSH,462.0,i | 1 | 2 | 3,,12.8,-1.54,1146900.0,14685.0,28013.0,11.41,0.64,0.8,0.65,1.12,4.47,5.6,8.94,7.38,28.16,,506.0,505.0,-0.8,,,,,
469,PTTEP,469.0,i | 1 | 2 | 3,,107.5,-1.83,12654000.0,1361879.0,426773.0,16.68,1.12,0.91,2.75,6.44,5.94,6.75,21.35,3.88,34.69,,575.0,517.0,-3.55,,,,,
472,Q-CON,472.0,i | 1 | 3,,5.25,-0.94,170200.0,908.0,2100.0,18.94,1.10,0.13,0.46,0.28,5.66,5.67,12.58,8.68,15.0,,637.0,572.0,-0.17,,,,,
476,RAM,476.0,i | 1 | 2 | 3,,137.5,0.36,5200.0,713.0,33000.0,49.46,2.50,0.91,0.90,2.78,2.97,5.54,12.85,2.63,19.88,,851.0,913.0,-27.79,,,,,
478,RBF,478.0,i | 1 | 3,,20.8,-2.8,12457100.0,262591.0,41600.0,93.12,10.00,0.19,0.15,0.22,11.19,10.93,8.96,0.70,27.62,,742.0,648.0,1.98,,,,,
484,ROCK,484.0,i | 1 | 2 | 3,,9.5,-20.83,100.0,1.0,190.0,,0.48,0.77,,0.0,-5.59,-12.81,-41.68,,28.06,,,,,,,,,
485,ROH,485.0,i | 1 | 3,,31.75,0.0,0.0,0.0,2977.0,,4.84,0.38,,0.0,-23.62,-26.64,-235.99,,1.52,,,,,,,,,
486,ROJNA,486.0,i | 1 | 2 | 3,,6.75,-2.88,7450400.0,50802.0,13638.0,5.49,0.91,1.99,0.20,1.23,9.42,17.76,14.32,2.88,31.16,,136.0,199.0,0.03,,,,,
491,RSP,491.0,i | 1 | 2 | 3,,2.2,-0.9,953000.0,2098.0,1635.0,33.68,0.93,0.17,,0.07,2.49,2.79,6.34,,28.6,,874.0,881.0,-0.77,,,,,
493,RWI,493.0,i | 1 | 3,,2.04,-2.86,40685500.0,84860.0,1298.0,5.97,1.39,0.46,,0.34,25.18,26.81,57.91,,20.01,,64.0,28.0,-0.06,,,,,
494,S&J,494.0,i,,24.7,0.0,0.0,0.0,0.0,,,0.28,,0.0,5.98,6.81,8.26,,32.26,,,,,,,,,
495,S,495.0,i | 1 | 2 | 3,,1.94,-2.51,16220100.0,31795.0,13296.0,,0.85,2.79,,0.0,-4.24,-15.88,3.95,,34.71,,,,,,,,,
496,S11,496.0,i | 1 | 2 | 3,,6.85,-1.44,284100.0,1957.0,4199.0,8.99,1.44,1.28,0.15,0.76,10.86,16.68,18.35,3.60,30.4,,191.0,212.0,1.2,,,,,
497,SA,497.0,i | 1 | 3,,6.85,-0.72,3138400.0,21286.0,8122.0,14.54,2.20,2.45,0.20,0.47,6.28,12.23,6.75,2.65,25.99,,381.0,468.0,,,,,,
498,SAAM,498.0,i | 1 | 3,,6.6,-7.04,7641500.0,51053.0,1980.0,76.04,6.53,0.4,0.01,0.09,8.21,8.66,45.75,0.89,23.53,,794.0,711.0,2.82,,,,,
500,SABUY,500.0,i,,9.5,-3.55,4725400.0,44625.0,9752.0,91.71,6.33,0.84,0.03,0.1,5.61,7.16,8.69,0.30,32.96,,849.0,838.0,,,,,,
501,SAK,501.0,i,,9.05,-1.63,4491000.0,40893.0,18969.0,32.86,4.10,0.95,0.11,0.28,10.24,11.69,29.94,1.17,25.02,,597.0,542.0,,,,,,
503,SAM,503.0,i | 1 | 2 | 3,,1.2,-2.44,4565000.0,5552.0,1254.0,,0.75,1.19,,0.0,1.17,-1.0,2.51,,30.83,,,,,,,,,
506,SAMTEL,506.0,i | 1 | 2 | 3,,6.5,-3.7,477500.0,3113.0,4017.0,,1.20,1.1,,0.0,-3.94,-8.87,1.24,,28.31,,,,,,,,,
507,SANKO,507.0,i | 1 | 2 | 3,,1.41,-3.42,2932800.0,4161.0,435.0,,2.47,1.51,,0.0,-6.69,-19.2,1.67,,27.63,,,,,,,,,
508,SAPPE,508.0,i | 1 | 2 | 3,,26.75,-3.6,1783300.0,48012.0,8188.0,21.28,2.85,0.28,1.02,1.26,13.6,14.44,11.01,3.66,24.83,,438.0,358.0,3.44,,,,,
510,SAUCE,510.0,i | 1 | 2 | 3,,28.75,0.0,5000.0,145.0,10350.0,18.05,3.70,0.11,1.25,1.59,23.2,21.11,20.66,4.35,22.55,,317.0,250.0,2.28,,,,,
512,SAWANG,512.0,i | 1 | 2 | 3,,9.5,0.0,0.0,0.0,228.0,,0.64,0.08,,0.0,-11.03,-11.82,-23.28,,22.83,,,,,,,,,
516,SCCC,516.0,i | 1 | 2 | 3,,161.5,-1.82,227100.0,36741.0,48127.0,12.28,1.48,1.29,9.00,13.15,7.75,12.08,10.39,5.47,27.91,,340.0,364.0,3.2,,,,,
517,SCG,517.0,i | 1 | 2 | 3,,4.1,0.49,28500.0,117.0,3916.0,24.31,1.43,1.46,0.06,0.17,4.47,6.02,7.0,1.50,27.44,,688.0,700.0,0.76,,,,,
518,SCGP,518.0,i | 1 | 3,,64.0,-0.39,5839600.0,373367.0,274747.0,40.05,3.06,0.71,0.45,1.6,5.85,7.78,9.3,0.70,26.21,,736.0,728.0,,,,,,
523,SDC,523.0,i | 1 | 2 | 3,C,0.38,18.75,44212500.0,16625.0,4303.0,,12.67,9.58,,0.0,-1.9,-66.63,-65.72,,15.72,,,,,,,,,
524,SE,524.0,i | 1 | 2 | 3,,1.15,-1.71,2782200.0,3184.0,718.0,21.99,1.46,0.31,0.01,0.05,7.91,9.1,3.59,0.18,30.21,,566.0,505.0,1.57,,,,,
525,SE-ED,525.0,i | 1 | 2 | 3,,2.02,-0.98,16900.0,34.0,792.0,,0.73,1.49,,0.0,0.23,-2.29,-2.31,,27.08,,,,,,,,,
528,SECURE,528.0,i,,24.9,-5.14,3938400.0,96095.0,0.0,,-,,-,0.0,19.5,32.14,9.83,-,28.41,,,,,,,,,
529,SELIC,529.0,i | 1 | 2 | 3,,3.56,-4.81,3450300.0,12609.0,1531.0,15.8,2.78,2.1,0.06,0.23,8.99,19.23,8.31,1.28,30.69,,308.0,394.0,-0.06,,,,,
530,SENA,530.0,i | 1 | 3,,3.96,-1.0,1314600.0,5197.0,5686.0,5.09,0.81,1.59,0.19,0.78,9.54,16.83,25.33,7.80,32.25,,139.0,191.0,0.1,,,,,
533,SFP,533.0,i | 1 | 2 | 3,,102.0,0.0,0.0,0.0,2142.0,57.46,1.39,0.35,,1.78,-1.69,2.49,5.18,,28.73,,965.0,,-0.14,,,,,
534,SFT,534.0,i,,6.35,-0.78,748800.0,4739.0,2794.0,31.41,4.07,0.28,0.07,0.2,13.69,12.7,15.01,1.11,23.69,,555.0,445.0,,,,,,
536,SGP,536.0,i | 1 | 2 | 3,,10.5,-2.78,2724600.0,28922.0,19298.0,6.63,1.36,2.29,0.40,1.58,9.81,22.81,7.76,4.63,16.47,,100.0,198.0,0.17,,,,,
537,SHANG,537.0,i | 1 | 3,,52.25,0.97,600.0,31.0,6793.0,,0.92,0.04,,0.0,-16.06,-14.83,-111.06,,15.85,,,,,,,,,
540,SICT,540.0,i,,5.15,-2.83,4155300.0,21648.0,2060.0,52.96,5.66,0.2,0.04,0.1,10.65,13.32,19.25,0.81,31.17,,640.0,610.0,,,,,,
544,SIS,544.0,i | 1 | 2 | 3,,37.0,0.0,4651000.0,169031.0,12957.0,19.69,4.32,1.73,1.00,1.88,10.0,23.8,2.59,2.70,34.34,,317.0,422.0,0.64,,,,,
545,SISB,545.0,i | 1 | 3,,9.45,-1.05,1003700.0,9530.0,8883.0,51.74,4.57,0.69,0.08,0.18,6.12,8.98,23.76,0.80,20.11,,745.0,756.0,1.21,,,,,
549,SKN,549.0,i | 1 | 3,,5.15,-2.83,797100.0,4148.0,4120.0,18.78,1.67,0.52,,0.27,7.55,8.98,11.55,3.18,31.42,,526.0,483.0,0.62,,,,,
553,SLP,553.0,i | 1 | 2 | 3,,0.89,-2.2,2111000.0,1868.0,1068.0,,1.20,0.14,,0.0,-1.69,-2.81,-3.19,,31.03,,,,,,,,,
554,SMART,554.0,i | 1 | 2 | 3,,0.86,0.0,1419900.0,1207.0,791.0,16.55,1.51,0.24,0.07,0.05,7.41,9.25,11.73,4.07,19.21,,493.0,459.0,-0.93,,,,,
557,SMK,557.0,i | 1 | 2 | 3,,32.75,-2.24,220200.0,7256.0,6550.0,8.83,0.91,1.29,2.20,3.71,5.65,11.51,7.19,6.57,15.91,,283.0,391.0,-3.52,,,,,
561,SNNP,561.0,i,,10.4,13.04,423206200.0,4866112.0,0.0,,-,,-,0.0,8.9,60.3,15.52,-,28.5,,,,,,,,,
562,SNP,562.0,i | 1 | 2 | 3,,14.0,-1.41,36600.0,511.0,6866.0,23.77,2.81,1.27,0.25,0.59,7.86,11.86,6.72,2.11,20.8,,511.0,526.0,-1.22,,,,,
563,SO,563.0,i,,11.3,0.89,1335600.0,14926.0,4204.0,28.96,4.63,0.77,0.02,0.39,11.78,15.87,7.71,1.36,27.99,,485.0,468.0,,,,,,
565,SONIC,565.0,i | 1 | 3,,5.0,0.0,45384900.0,230170.0,2750.0,31.51,4.00,0.59,0.06,0.16,12.17,13.36,6.94,1.10,31.66,,547.0,483.0,2.22,,,,,
568,SPACK,568.0,i | 1 | 2 | 3,,3.52,-1.12,12914300.0,46517.0,1056.0,12.45,1.93,1.38,,0.28,8.46,16.88,6.01,,24.28,,267.0,348.0,0.05,,,,,
571,SPCG,571.0,i | 1 | 2 | 3,,17.6,0.0,752400.0,13256.0,18582.0,6.93,1.16,0.3,0.65,2.54,14.98,18.04,65.61,6.58,34.0,,146.0,91.0,1.52,,,,,
572,SPG,572.0,i | 1 | 3,,17.3,0.0,6300.0,109.0,5969.0,13.47,1.11,0.09,0.45,1.28,9.42,8.38,19.43,2.60,8.79,,472.0,347.0,-3.87,,,,,
577,SR,577.0,i | 1 | 2 | 3,,1.42,-6.58,36904500.0,56428.0,961.0,,0.99,1.39,,0.0,-5.18,-11.71,-10.25,,33.0,,,,,,,,,
579,SSC,579.0,i | 1 | 3,,32.0,0.79,100.0,3.0,8509.0,60.06,0.95,0.41,0.32,0.53,1.06,1.6,2.02,1.01,14.19,,989.0,1027.0,-1.14,,,,,
580,SSF,580.0,i | 1 | 2 | 3,,8.4,0.0,0.0,0.0,2268.0,10.98,1.29,1.06,0.33,0.77,13.81,12.52,7.36,3.92,23.12,,293.0,176.0,0.13,,,,,
581,SSP,581.0,i | 1 | 2 | 3,,13.2,-2.22,4966500.0,65695.0,13387.0,19.06,2.98,2.75,0.01,0.69,6.82,16.52,37.62,0.07,34.75,,377.0,511.0,0.64,,,,,
583,SST,583.0,i | 1 | 2 | 3,,4.24,0.47,70000.0,304.0,2232.0,,1.10,2.04,0.01,0.0,-3.67,-12.36,-4.39,0.13,31.43,,,,,,,,,
585,STANLY,585.0,i | 1 | 2 | 3,,171.5,-0.87,54800.0,9415.0,13141.0,12.38,0.70,0.15,5.50,13.85,6.19,5.89,8.94,3.18,34.37,,526.0,432.0,-4.7,,,,,
587,STARK,587.0,i | 1 | 2 | 3,,4.12,-0.48,74148000.0,301876.0,49054.0,27.47,11.77,6.35,,0.15,11.74,54.18,9.46,,28.84,,336.0,458.0,0.1,,,,,
588,STC,588.0,i,,0.82,0.0,1955200.0,1607.0,466.0,57.45,1.22,0.51,0.02,0.01,2.41,2.01,1.78,1.95,24.9,,977.0,968.0,-1.34,,,,,
590,STGT,590.0,i,,39.0,-0.64,14849200.0,582204.0,111445.0,4.64,2.70,0.37,1.50,8.4,77.75,104.26,64.85,6.69,34.33,,9.0,8.0,,,,,,
592,STI,592.0,i | 1 | 3,,7.1,-1.39,355500.0,2523.0,1903.0,11.73,2.53,1.41,0.40,0.61,18.61,24.23,10.96,5.56,24.03,,180.0,159.0,0.26,,,,,
596,SUN,596.0,i | 1 | 2 | 3,,6.9,-0.72,18964000.0,133764.0,4450.0,20.89,4.23,0.27,0.05,0.33,18.37,22.28,4.66,0.96,26.49,,348.0,309.0,-0.08,,,,,
599,SUTHA,599.0,i | 1 | 2 | 3,,4.58,-4.18,383800.0,1779.0,1374.0,6.31,2.15,2.64,0.13,0.73,14.15,37.98,8.64,5.86,22.19,,38.0,94.0,0.01,,,,,
600,SVH,600.0,i | 1 | 3,,406.0,0.5,900.0,366.0,40600.0,31.58,4.05,0.33,13.00,12.86,12.11,13.7,13.37,3.22,4.23,,536.0,488.0,11.32,,,,,
601,SVI,601.0,i | 1 | 2 | 3,,4.88,0.83,15463500.0,76477.0,10593.0,17.28,2.53,1.64,0.11,0.28,7.05,15.65,4.26,2.27,18.66,,365.0,475.0,21.39,,,,,
603,SWC,603.0,i | 1 | 2 | 3,,5.8,-2.52,157200.0,918.0,1872.0,25.12,2.79,0.72,0.25,0.23,10.97,11.01,4.09,6.23,25.5,,548.0,459.0,-5.67,,,,,
604,SYMC,604.0,i | 1 | 2 | 3,,5.15,-1.9,21500.0,109.0,2233.0,26.97,0.91,0.74,0.06,0.19,4.02,3.43,5.87,1.05,30.16,,796.0,743.0,-0.46,,,,,
605,SYNEX,605.0,i | 1 | 2 | 3,,25.25,-1.94,1182700.0,30062.0,21396.0,30.77,5.82,1.56,0.40,0.82,9.21,19.86,2.14,2.10,20.3,,454.0,541.0,1.98,,,,,
613,TBSP,613.0,i | 1 | 2 | 3,,15.9,-0.63,2100.0,34.0,3247.0,113.42,3.41,1.11,,0.14,3.15,3.61,8.43,,1.49,,972.0,965.0,0.14,,,,,
617,TCCC,617.0,i | 1 | 2 | 3,,31.75,-1.55,29500.0,934.0,18565.0,10.91,1.87,0.13,1.80,2.91,17.25,17.69,16.63,5.58,7.56,,217.0,144.0,1.08,,,,,
620,TCOAT,620.0,i | 1 | 2 | 3,,29.0,0.0,0.0,0.0,305.0,24.68,0.57,0.25,0.90,1.18,2.35,2.32,1.5,3.27,25.99,,808.0,809.0,1.48,,,,,
623,TFG,623.0,i | 1 | 2 | 3,,4.54,-1.73,2568000.0,11734.0,25458.0,10.75,2.20,1.34,0.06,0.42,13.24,22.62,5.29,1.84,15.16,,167.0,179.0,-1.24,,,,,
624,TFI,624.0,i | 1 | 3,NP,0.25,0.0,9291200.0,2231.0,3646.0,73.11,1.39,0.18,,0.0,6.3,3.87,-4436.7,,11.81,,944.0,783.0,-0.49,,,,,
625,TFMAMA,625.0,i | 1 | 2 | 3,,192.5,0.26,15000.0,2887.0,63468.0,16.15,2.37,0.15,0.92,11.92,14.73,15.33,18.37,2.48,24.52,,357.0,272.0,1.25,,,,,
626,TGH,626.0,i | 1 | 3,,32.5,-2.99,11600.0,369.0,24443.0,21.1,1.89,5.74,,1.54,2.08,9.27,5.05,1.79,19.16,,555.0,790.0,0.15,,,,,
630,THANA,630.0,i | 1 | 2 | 3,,1.38,-0.72,318400.0,439.0,349.0,,0.95,0.73,,0.0,0.04,-2.67,-6.56,,31.03,,,,,,,,,
631,THANI,631.0,i | 1 | 2 | 3,,4.94,-0.8,14109600.0,70112.0,27975.0,15.35,2.48,3.48,0.17,0.32,6.71,19.41,41.36,3.41,30.84,,298.0,464.0,0.73,,,,,
633,THE,633.0,i | 1 | 2 | 3,,2.68,-1.47,223100.0,598.0,2954.0,7.78,1.51,1.68,0.20,0.34,11.37,21.23,10.92,1.10,28.99,,126.0,180.0,-0.05,,,,,
635,THIP,635.0,i | 1 | 3,,32.0,-0.78,10700.0,343.0,2880.0,8.04,1.37,0.25,1.08,3.98,16.7,18.03,9.97,4.34,30.85,,166.0,100.0,0.81,,,,,
